	7	1.2850486057319249E-12	15	3.1323661555149352E-12	9	0.9999999999955826	10	1.0092385320325357E-46	11	2.397462904398014E-21	1	9.14637239039995E-50	4	3.3732514679255924E-35	5	1.4166383106944214E-26	8	3.1389291412074027E-85	2	5.424643403480004E-87	13	2.769327158585971E-107	6	8.550988359610095E-159	3	5.162927415468078E-88	12	1.8745098393468746E-147	14	1.2551891529408066E-161
	7	1.8050323164341831E-25	15	6.346262313071447E-4	9	0.9993653683628345	10	5.12141990702799E-38	11	5.405858251349633E-9	1	8.749694716121455E-54	4	5.869381120556946E-19	5	3.441233292971432E-26	8	5.558445965064145E-103	2	1.784068635119023E-108	13	4.349021451276398E-128	6	2.0492143103141725E-224	3	2.144611574840982E-115	12	5.003775296794356E-212	14	3.7646425896792836E-235
	7	5.6222446391151105E-9	15	0.10937815637854886	9	0.8906216513679376	10	1.2920074211587684E-29	11	1.8663126902265577E-7	1	2.3848628812606403E-23	4	8.866027803865378E-32	5	1.9622155940341038E-17	8	2.0698035372500763E-51	2	5.7257105290330574E-55	13	1.1905985860192623E-75	6	2.412678861399228E-118	3	1.5293064003185301E-60	12	2.6670001430137427E-109	14	1.542540426767537E-119
	7	5.954586427595664E-12	15	0.999668214256891	9	3.317855938012955E-4	10	4.319585803381179E-32	11	5.988071842247994E-11	1	1.975526152644912E-50	4	1.7471302175317542E-12	5	8.172535943877571E-11	8	2.1014827896654764E-93	2	1.0338573497886932E-112	13	8.6369707667009E-116	6	3.0630420756023164E-222	3	2.2731124501794896E-125	12	2.0095557249005236E-212	14	1.2254723345051316E-233
	7	1.6666029757575352E-22	15	0.9999999665753359	9	3.342466419456399E-8	10	1.9177990163638969E-59	11	1.576995322864001E-23	1	2.557385420597243E-60	4	5.898803015730148E-42	5	2.246345861971265E-34	8	2.14588862652374E-122	2	1.5956547229989487E-130	13	2.0560388051277354E-153	6	1.1236323654408614E-252	3	7.844448991322315E-139	12	9.461415897524491E-239	14	6.319482857439449E-258
	7	3.462706029500133E-32	15	1.017978463344006E-28	9	1.0	10	5.536997705269039E-75	11	3.950240966920405E-39	1	3.324366752679197E-98	4	2.4437576987806474E-54	5	7.87287518680991E-59	8	9.393336913066873E-156	2	9.064462256618894E-190	13	2.435544314199619E-202	6	6.67624867E-315	3	2.6472210441548413E-186	12	1.7776978885608123E-295	14	8.289898776E-315
	7	2.5257339951669718E-12	15	1.635423019127235E-4	9	1.55029748889648E-4	10	2.1373233493467015E-38	11	0.9996794330627876	1	1.1204000534182974E-38	4	1.9883116342278884E-6	5	6.5722501628976826E-9	8	4.9928719583972856E-86	2	1.354559771725151E-96	13	3.6477907163283164E-104	6	1.0601084088520672E-192	3	1.3179140018746437E-102	12	2.565925593803746E-183	14	4.7788129251420954E-207
	7	1.9713789882843746E-9	15	1.1572170291136554E-22	9	0.9999999980286209	10	4.5867236113293127E-57	11	4.755806115602559E-26	1	1.070715344850561E-60	4	5.508024466828994E-48	5	3.732960121065662E-50	8	4.183412173430887E-79	2	1.041328522571573E-76	13	1.4538014507804646E-97	6	7.580705015278435E-142	3	1.0659106396987296E-87	12	1.8676741455767054E-133	14	2.8446595063889405E-143
	7	2.09671983934138E-22	15	0.9776305738136017	9	4.339062708301324E-7	10	2.163501103858489E-32	11	0.020488545983514274	1	4.067453390060884E-39	4	0.0018561197826254853	5	2.4326513987696548E-5	8	2.2994520364924458E-94	2	4.2292722813074823E-109	13	1.733651132051366E-128	6	7.079032785269183E-241	3	2.068477937588844E-120	12	3.1529676182064126E-226	14	1.59953342065203E-246
	7	3.5535655719303506E-5	15	9.68978670738485E-13	9	0.9999643005975652	10	1.5916026488346373E-28	11	1.6374574317722553E-7	1	2.824321315421474E-31	4	7.116221667302411E-17	5	3.4350689849588146E-15	8	5.200594403548146E-52	2	6.822965801772938E-59	13	9.977382435006561E-70	6	2.5145090865482194E-109	3	2.304699352660999E-65	12	7.997846482307718E-104	14	9.101610231940997E-114
	7	5.060009763300925E-10	15	0.820017095945936	9	0.1796097087556232	10	1.40263824289306E-12	11	1.3938229970022114E-4	1	3.9516320010568955E-27	4	3.643065289450791E-12	5	2.338124876939882E-4	8	5.517316898940389E-45	2	8.403334665469601E-52	13	1.2884819986754137E-52	6	6.499043453640011E-101	3	6.5767448138448135E-49	12	8.667806965134781E-95	14	8.237742470442237E-106
	7	7.938169634352431E-36	15	3.5517498130179354E-21	9	0.9991143331284936	10	8.967118469758877E-44	11	8.856668715064296E-4	1	5.924406535864243E-70	4	1.1129677264341658E-45	5	1.851797930539491E-40	8	2.0296014607099543E-138	2	3.5065627645127956E-150	13	3.831858104930939E-173	6	2.4853276672415024E-290	3	2.4616370993463807E-150	12	2.0350288143294788E-275	14	2.518792611120666E-294
